gas,de0,re0,c60,de2,re2,c62,b,mu,e_rate,ie_rate,tot_rate
H2,88.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.061357777629548,0.0194120243464434,6.080769801975991
H2,90.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.0462671125002,0.0196560705591713,6.065923183059372
H2,92.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.031665169145026,0.0199124433141807,6.051577612459207
H2,94.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.022372957787871,0.02017431576702,6.042547273554892
H2,96.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.027107849915248,0.0202957602746006,6.047403610189849
H2,98.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.046718128490796,0.0203935017757132,6.067111630266509
H2,100.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.080507223425711,0.0204544610940542,6.100961684519765
H2,102.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.117371786779567,0.0205570044667962,6.137928791246364
H2,104.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.150358512454912,0.0207980490527691,6.171156561507681
H2,106.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.1784829490615785,0.0209792775443337,6.199462226605912
H2,108.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.2097769831001095,0.020981206612769,6.230758189712878
H2,110.0,4.433333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.24249634258703,0.0210115083733872,6.263507850960417
H2,2.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,1.69660804881543,0.0015815393016586,1.6981895881170888
H2,4.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,1.9127021222882168,0.0009717999280081,1.913673922216225
H2,6.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.167477617719006,0.0007877106812668,2.1682653284002726
H2,8.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.454963529072982,0.0011179423989118,2.4560814714718937
H2,10.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.765650725512839,0.0019058971809931,2.7675566226938324
H2,12.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.0904618255583665,0.0030120309861404,3.0934738565445072
H2,14.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.4215221001033176,0.0042666280698738,3.425788728173192
H2,16.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.752079572494856,0.0055070302680179,3.757586602762874
H2,18.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.076610333966652,0.006601398941462,4.083211732908113
H2,20.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.390816121609441,0.0074607269037413,4.398276848513183
H2,22.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.690523602593148,0.0080409922455246,4.698564594838672
H2,24.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.973591842893676,0.0083370896251359,4.981928932518811
H2,26.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.238016355155886,0.0083776179161526,5.246393973072038
H2,28.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.482348117906368,0.0082162693270272,5.490564387233396
H2,30.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.706297135460804,0.007920692138783,5.714217827599587
H2,32.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.909463525503315,0.0075657194264135,5.917029244929728
H2,34.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.092518484673934,0.0072255190284374,6.099744003702371
H2,36.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.255690332342802,0.0069655321618635,6.262655864504665
H2,38.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.399929870632186,0.0068368889846652,6.406766759616851
H2,40.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.524603300159005,0.0068738532809351,6.53147715343994
H2,42.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.630801722233345,0.0070894402732746,6.63789116250662
H2,44.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.717095563913651,0.0074810840404328,6.724576647954084
H2,46.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.783721955171403,0.0080283402901854,6.791750295461588
H2,48.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.829413596622507,0.0086911660622311,6.838104762684739
H2,50.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.853920439037704,0.009421172962215,6.86334161199992
H2,52.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.858732863414465,0.010164606218165,6.868897469632629
H2,54.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.844465551977498,0.0108873397009158,6.855352891678415
H2,56.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.814238924280942,0.0115822742762681,6.825821198557209
H2,58.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.77225638877823,0.0122484685908651,6.784504857369095
H2,60.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.721127612356212,0.012884909765179,6.734012522121391
H2,62.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.66437393828012,0.0134963485669082,6.677870286847028
H2,64.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.6192566004408855,0.0142279035320118,6.633484503972897
H2,66.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.560865030995276,0.0147808020861504,6.575645833081427
H2,68.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.502691685812244,0.0153083193466081,6.518000005158852
H2,70.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.44712735351493,0.0158108874048783,6.462938240919808
H2,72.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.39306464242387,0.0163043643525394,6.4093690067764095
H2,74.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.343818953161626,0.0167520013570328,6.360570954518659
H2,76.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.29835537537939,0.0171967171398559,6.315552092519247
H2,78.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.261266892173791,0.0176167103142487,6.27888360248804
H2,80.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.232122669929445,0.018015404965046,6.25013807489449
H2,82.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.210389105941547,0.0184040614692432,6.22879316741079
H2,84.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.1937274663262505,0.0187290704121692,6.21245653673842
H2,86.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.179871690637143,0.0190517232230187,6.198923413860161
H2,88.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.166117861553538,0.0193546241184218,6.185472485671959
H2,90.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.152685935871566,0.0196676665980312,6.172353602469597
H2,92.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.144311157528341,0.0198692494673823,6.164180406995723
H2,94.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.1442632145321605,0.0200199297093723,6.164283144241534
H2,96.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.160013450648101,0.0202000970766993,6.1802135477248
H2,98.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.19275916594414,0.0203094049387577,6.213068570882897
H2,100.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.2347508295549465,0.0206135210256809,6.255364350580628
H2,102.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.2742446677708426,0.020684712073908,6.294929379844751
H2,104.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.306134888435359,0.0207417024908444,6.326876590926203
H2,106.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.337634055844707,0.0207627637392919,6.358396819583999
H2,108.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.373577462746579,0.0208198687722096,6.394397331518789
H2,110.0,4.666666666666667,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.405465839355602,0.0209332314550062,6.426399070810609
H2,2.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,1.817546614954844,0.0016696753154951,1.819216290270339
H2,4.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.038267789931956,0.0010992234454024,2.0393670133773583
H2,6.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.3051777698243026,0.0007699863389102,2.3059477561632127
H2,8.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.6064259921029187,0.0008180434914395,2.607244035594358
H2,10.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.9313091820246724,0.001307063513284,2.9326162455379565
H2,12.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.2700250830712485,0.0021668938461113,3.27219197691736
H2,14.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.6141561054105313,0.0032550441092199,3.617411149519752
H2,16.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.956599648160348,0.0044090026046406,3.9610086507649895
H2,18.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.291618969594496,0.0054829514873754,4.297101921081872
H2,20.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.614469430227024,0.0063693518339673,4.620838782060991
H2,22.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.921368902614931,0.0070068616860083,4.928375764300941
H2,24.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.209584266082831,0.007377074038201,5.216961340121032
H2,26.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.477271376165958,0.0074986111344197,5.4847699873003775
H2,28.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.722990466936112,0.0074194430314325,5.730409909967546
H2,30.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.946964051924707,0.0072037468201777,5.954167798744884
H2,32.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.148489069038385,0.0069241399124276,6.1554132089508125
H2,34.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.329356119442128,0.0066534865523663,6.336009605994494
H2,36.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.491093614706032,0.0064565770582214,6.497550191764254
H2,38.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.634074413717176,0.0063842948737192,6.640458708590895
H2,40.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.760253518954496,0.0064704507511033,6.766723969705599
H2,42.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.870666049990186,0.0067278677852947,6.877393917775481
H2,44.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.963843415928142,0.0071543825935569,6.970997798521699
H2,46.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.039021586480737,0.0077280175889115,7.046749604069649
H2,48.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.092835198380206,0.0084119462513646,7.10124714463157
H2,50.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.124314930710778,0.0091703006065602,7.133485231317339
H2,52.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.131304285097046,0.0099057149715051,7.141210000068551
H2,54.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.114805246808845,0.0106361433831315,7.125441390191976
H2,56.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.077615571043879,0.0113393413248644,7.088954912368743
H2,58.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.022986236280651,0.0120155790662925,7.035001815346944
H2,60.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.957854406841633,0.0126641018870714,6.970518508728705
H2,62.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.884069219244338,0.0132830578684058,6.897352277112743
H2,64.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.823445863803362,0.0140332006009794,6.8374790644043415
H2,66.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.748304177331695,0.0145999796034063,6.762904156935101
H2,68.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.674501005173236,0.0151434346337993,6.6896444398070365
H2,70.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.604538868341151,0.0156705941902419,6.620209462531393
H2,72.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.538547268233284,0.0161704954794909,6.554717763712775
H2,74.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.479126215108631,0.0166414949667551,6.495767710075387
H2,76.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.427371769156988,0.0170982715932774,6.444470040750264
H2,78.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.385107106897823,0.0175341970824453,6.402641303980268
H2,80.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.353208489600051,0.017942688240947,6.371151177840998
H2,82.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.329314426973912,0.0183173601293182,6.34763178710323
H2,84.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.311956396309969,0.0186760474337713,6.33063244374374
H2,86.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.296595031246072,0.0190398354847552,6.315634866730828
H2,88.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.283545879811274,0.0193540057690769,6.30289988558035
H2,90.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.272679524349728,0.0195813330934583,6.292260857443186
H2,92.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.269769032271046,0.0198024102350973,6.289571442506144
H2,94.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.280776734528084,0.0199585619373495,6.300735296465433
H2,96.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.30736389719941,0.0202290367961696,6.32759293399558
H2,98.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.349093713135955,0.0203854155080724,6.369479128644027
H2,100.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.393557810383668,0.0204948889525596,6.414052699336228
H2,102.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.43478167434994,0.0205421472398722,6.455323821589812
H2,104.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.470119511205314,0.0205975436932537,6.490717054898568
H2,106.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.507292620017946,0.0207529323445125,6.5280455523624585
H2,108.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.543170213428434,0.0210364038384464,6.56420661726688
H2,110.0,4.9,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.576516448463489,0.0211381164030886,6.597654564866579
H2,2.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,1.9319534119468935,0.0014704582300963,1.93342387017699
H2,4.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.1614703738735632,0.0010799966996964,2.16255037057326
H2,6.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.439685651014312,0.0007590195271338,2.4404446705414458
H2,8.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.7533892388362955,0.0006746705796338,2.754063909415929
H2,10.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.0910772316491624,0.0009718233001875,3.09204905494935
H2,12.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.442225487124773,0.0016442972913359,3.443869784416109
H2,14.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.798051789453272,0.0025839761774365,3.800635765630709
H2,16.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.15118652840161,0.0036399134474787,4.154826441849088
H2,18.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.495413718774214,0.0046639721263895,4.500077690900603
H2,20.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,4.826202374184083,0.0055397740953627,4.831742148279446
H2,22.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.139623852547604,0.0061957145243289,5.145819567071934
H2,24.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.432937478758282,0.0066044345565263,5.439541913314808
H2,26.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.703976149752652,0.0067769859395778,5.710753135692229
H2,28.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,5.95121767722436,0.0067559630829827,5.957973640307343
H2,30.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.174762530859357,0.0066015727464569,6.181364103605814
H2,32.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.374417284294125,0.0063833363100833,6.380800620604209
H2,34.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.552565472097495,0.0061716854833247,6.55873715758082
H2,36.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.709843167790922,0.0060296570494599,6.715872824840381
H2,38.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.8502891321725246,0.006006764186032,6.8562958963585565
H2,40.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.976763015165585,0.0061353458037789,6.982898360969364
H2,42.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.090667654571308,0.0064296210892403,7.097097275660548
H2,44.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.1934185853208685,0.0068857823716171,7.200304367692486
H2,46.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.284044397283591,0.0074820951352858,7.291526492418877
H2,48.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.356528120030802,0.0081813901737358,7.364709510204538
H2,50.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.40617234916794,0.0089345368175666,7.415106885985506
H2,52.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.4287149949187485,0.0096922484118727,7.438407243330622
H2,54.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.422112943546652,0.0104287321151061,7.432541675661758
H2,56.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.384552659467792,0.0111390777757645,7.395691737243555
H2,58.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.323904168482396,0.0118239267198309,7.335728095202226
H2,60.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.245202428302155,0.0124815523328504,7.257683980635005
H2,62.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.172366569416761,0.0132684601553547,7.185635029572116
H2,64.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,7.079803434294391,0.0138744795537404,7.093677913848131
H2,66.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.9848788765347,0.0144543840173022,6.999333260552002
H2,68.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.892970249430747,0.0150121290622224,6.90798237849297
H2,70.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.804571016820657,0.0155471351732062,6.820118151993863
H2,72.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.722992111173808,0.0160612653926318,6.73905337656644
H2,74.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.649903472105426,0.0165519875105869,6.666455459616013
H2,76.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.586203096230816,0.0170235469646437,6.603226643195459
H2,78.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.53465993144813,0.0174780763077541,6.552138007755883
H2,80.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.493288231509557,0.0178885173796571,6.511176748889215
H2,82.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.46365307624428,0.0182741449924307,6.481927221236711
H2,84.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.443744255199963,0.0186722441570385,6.462416499357001
H2,86.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.426464145374974,0.0190167689672488,6.445480914342223
H2,88.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.412311309331026,0.0192908230378027,6.431602132368829
H2,90.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.403860328897425,0.0195327284306765,6.423393057328101
H2,92.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.402858620897402,0.0197585616826842,6.422617182580086
H2,94.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.419969632490068,0.0201491882027005,6.440118820692768
H2,96.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.455738608131474,0.0201868939201367,6.475925502051611
H2,98.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.504268905269763,0.020377178192558,6.52464608346232
H2,100.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.554348994634106,0.0203870479560455,6.574736042590152
H2,102.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.594570831150084,0.0204785318186487,6.615049362968733
H2,104.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.631487454174243,0.0207283389433964,6.65221579311764
H2,106.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.672327270879232,0.0209061021313238,6.693233373010555
H2,108.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.711690205015277,0.0209200584232274,6.732610263438505
H2,110.0,5.133333333333334,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,6.749898746383666,0.0210030002661993,6.770901746649865
H2,2.0,5.366666666666666,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.046004236426195,0.0012168755855995,2.0472211120117945
H2,4.0,5.366666666666666,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.285782612786711,0.0009698313648609,2.286752444151572
H2,6.0,5.366666666666666,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.575497405555537,0.0007097067560073,2.576207112311544
H2,8.0,5.366666666666666,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,2.9011779456898483,0.0005771264360985,2.901755072125947
H2,10.0,5.366666666666666,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.2507031250781475,0.0007574771987621,3.25146060227691
H2,12.0,5.366666666666666,156.0,3.505674060033286,5.517380194079086,17.94,60.853,1.9701811593091711,3.6130237524159488,0.0012939254848531,3.614317677900802
